uri,cid,unittitle,unitdate,containers
/repositories/4/archival_objects/1446127,AC187_c02343,1986-1987,1986-1987,box 265 folder 1 
/repositories/4/archival_objects/1446319,AC187_c02345,1977-1985,1977-1985,box 265 folder 2-3 
/repositories/4/archival_objects/1446320,AC187_c02346,A-Z (by Name of Manager),1977-1987,box 265 folder 4 
/repositories/4/archival_objects/1446129,AC187_c02347,Meetings,1985,box 265 folder 5-6 
/repositories/4/archival_objects/1443442,AC187_c02348,A-L (by Company or Investment),1972-1987,box 265 folder 7 
/repositories/4/archival_objects/1443443,AC187_c02349,M-Z (by Company or Investment),1972-1987,box 265 folder 8 
/repositories/4/archival_objects/1443444,AC187_c02350,Fairway Syndicate,1986,box 265 folder 9 
/repositories/4/archival_objects/1443445,AC187_c02351,Fiduciary Trust Company of New York,1983-1984,box 266 folder 1 
/repositories/4/archival_objects/1443446,AC187_c02352,First Capital Strategists,1984-1986,box 266 folder 2 
/repositories/4/archival_objects/1443447,AC187_c02353,New Jersey Educational Facilities Authority,1982-1987,box 266 folder 3 
/repositories/4/archival_objects/1445430,AC187_c02355,1972-1982,1972-1982,box 266 folder 4-6 
/repositories/4/archival_objects/1445431,AC187_c02356,Garden/Playhouse Theatres (and Sameric Lease),1975-1979,box 266 folder 7 
/repositories/4/archival_objects/1445432,AC187_c02357,Nassau Inn,1977-1978,box 266 folder 8 
/repositories/4/archival_objects/1445433,AC187_c02358,Playhouse Theatre,1979-1981,box 266 folder 9 
/repositories/4/archival_objects/1445434,AC187_c02359,Sweet Presentation for its Sale or Lease,1980,box 266 folder 10 
/repositories/4/archival_objects/1443449,AC187_c02360,Princeton Investment Company,1986-1987,box 267 folder 1-5 
/repositories/4/archival_objects/1443450,AC187_c02361,Sallie Mae,1973-1975,box 267 folder 6 
/repositories/4/archival_objects/1445435,AC187_c02363,1969-1978,1969-1978,box 267 folder 7 
/repositories/4/archival_objects/1445436,AC187_c02364,1972-1986,1972-1986,box 268 folder 1-6 
/repositories/4/archival_objects/1445437,AC187_c02365,1985 June,1985 June,box 269 folder 1 
/repositories/4/archival_objects/1445438,AC187_c02366,"A-B (by Name of Person, School, etc.)",1977-1978,box 269 folder 2 
/repositories/4/archival_objects/1445439,AC187_c02367,Background Material,1978,box 269 folder 3 
/repositories/4/archival_objects/1445440,AC187_c02368,Bank Loans to South Africa,1978-1979,box 269 folder 4 
/repositories/4/archival_objects/1445441,AC187_c02369,"Bienen, Henry",1978,box 269 folder 5 
/repositories/4/archival_objects/1446130,AC187_c02371,1985,1985,box 269 folder 6 
/repositories/4/archival_objects/1446131,AC187_c02372,A-Z (by Person Writing),1985,box 269 folder 7 
/repositories/4/archival_objects/1445443,AC187_c02373,"C (by Name of Person, School, etc.)",1978-1988,box 269 folder 8 
/repositories/4/archival_objects/1446132,AC187_c02375,New York Meeting,1985-1986,box 269 folder 9 
/repositories/4/archival_objects/1445445,AC187_c02376,Citibank,1980-1982,box 270 folder 1 
/repositories/4/archival_objects/1445446,AC187_c02377,"D-F (by Name of Person, School, etc.)",1977-1987,box 270 folder 2 
/repositories/4/archival_objects/1445447,AC187_c02378,Ferro Corporation,1986,box 270 folder 3 
/repositories/4/archival_objects/1445448,AC187_c02379,FMC Corporation,1979-1986,box 270 folder 4 
/repositories/4/archival_objects/1445449,AC187_c02380,"G-H (by Name of Person, School, etc.)",1977-1987,box 270 folder 5 
/repositories/4/archival_objects/1445450,AC187_c02381,"I-M (by Name of Person, School, etc.)",1977-1987,box 270 folder 6 
/repositories/4/archival_objects/1445451,AC187_c02382,International Business Machines (IBM),1977,box 270 folder 7 
/repositories/4/archival_objects/1445452,AC187_c02383,"Massey, Walter E",1985,box 270 folder 8 
/repositories/4/archival_objects/1445453,AC187_c02384,"Meserve, Hamilton W",1985-1986,box 270 folder 9 
/repositories/4/archival_objects/1445454,AC187_c02385,"N-P (by Name of Person, School, etc.)",1977-1987,box 270 folder 10 
/repositories/4/archival_objects/1445455,AC187_c02386,NCR Corporation,1978-1985,box 270 folder 11 
/repositories/4/archival_objects/1445456,AC187_c02387,People's Front for the Liberation of Southern Africa,1978-1981,box 270 folder 12 
/repositories/4/archival_objects/1445457,AC187_c02388,Princeton Coalition for Divestment,1985-1986,box 270 folder 13 
/repositories/4/archival_objects/1445458,AC187_c02389,"R-S (by Name of Person, School, etc.)",1977-1987,box 271 folder 1 
/repositories/4/archival_objects/1445459,AC187_c02390,Research Consortium,1985-1986,box 271 folder 2 
/repositories/4/archival_objects/1446133,AC187_c02392,Possible Formation of South African Social Sciences Institutes,1984-1985,box 271 folder 3 
/repositories/4/archival_objects/1445461,AC187_c02393,Student Demonstration/Sit-in,1978,box 271 folder 4 
/repositories/4/archival_objects/1445462,AC187_c02394,Sullivan Principles,1978-1984,box 271 folder 5 
/repositories/4/archival_objects/1445463,AC187_c02395,Sullivan Principles,1985-1987,box 271 folder 6 
/repositories/4/archival_objects/1445464,AC187_c02396,"T-Z (by Name of Person, School, etc.)",1977-1985,box 271 folder 7 
/repositories/4/archival_objects/1446134,AC187_c02398,1978-1985,1978-1985,box 271 folder 8 
/repositories/4/archival_objects/1446135,AC187_c02399,A-H (by Person or Organization),1978-1985,box 272 folder 1 
/repositories/4/archival_objects/1446136,AC187_c02400,I-N (by Person or Organization),1978-1985,box 272 folder 2 
/repositories/4/archival_objects/1446137,AC187_c02401,O-Z (by Person or Organization),1978-1986,box 272 folder 3 
/repositories/4/archival_objects/1445466,AC187_c02402,"Wisconsin, University of",1978,box 272 folder 4 
/repositories/4/archival_objects/1445467,AC187_c02405,1972-1985,1972-1985,box 272 folder 5 
/repositories/4/archival_objects/1445468,AC187_c02406,A-Z (by Report),1972-1987,box 272 folder 6 
/repositories/4/archival_objects/1443453,AC187_c02407,Audit Reports,1982-1986,box 272 folder 7-9 
/repositories/4/archival_objects/1445469,AC187_c02409,1972-1976,1972-1976,box 272 folder 10 
/repositories/4/archival_objects/1445470,AC187_c02410,1976-1985,1976-1985,box 273 folder 1-2 
/repositories/4/archival_objects/1443455,AC187_c02411,Financial Reports,1972-1983,box 273 folder 3-4 
/repositories/4/archival_objects/1443456,AC187_c02412,Gifts to Princeton Reports,1972-1987,box 273 folder 5 
/repositories/4/archival_objects/1443457,AC187_c02413,Re-Investment Report,1984,box 273 folder 6 
/repositories/4/archival_objects/1443458,AC187_c02415,General,1972-1987,box 273 folder 7 
/repositories/4/archival_objects/1443459,AC187_c02416,Impact on Charitable Contributions,1972-1987,box 273 folder 8-9 
/repositories/4/archival_objects/1445471,AC187_c02418,Audit,1975-1976,box 273 folder 10 
/repositories/4/archival_objects/1443461,AC187_c02419,Tuition Remission Plan,1976,box 273 folder 11 
/repositories/4/archival_objects/1443462,AC187_c02422,1972-1979,1972-1979,box 274 folder 1-8 
/repositories/4/archival_objects/1443463,AC187_c02423,1981-1987,1981-1987,box 275 folder 1-2 
/repositories/4/archival_objects/1442433,AC187_c02424,Access,1981-1987,box 275 folder 3-4 
/repositories/4/archival_objects/1442434,AC187_c02425,Archives,1972-1987,box 275 folder 5-6 
/repositories/4/archival_objects/1442435,AC187_c02426,Center for Research Libraries,1982-1986,box 275 folder 7 
/repositories/4/archival_objects/1442436,AC187_c02427,"Council on Library Resources (Mid-Atlantic Preservation Center, Exxon Proposal)",1985-1986,box 275 folder 8 
/repositories/4/archival_objects/1442437,AC187_c02428,"Hyde, Donald F., Awards",1972-1988,box 275 folder 9 
/repositories/4/archival_objects/1442438,AC187_c02429,Librarian Search Committees,1973-1978,box 275 folder 10 
/repositories/4/archival_objects/1443464,AC187_c02431,A-L (by Name),1972-1987,box 275 folder 11 
/repositories/4/archival_objects/1443465,AC187_c02432,M-Z (by Name),1972-1987,box 275 folder 12 
/repositories/4/archival_objects/1443466,AC187_c02433,Development and Resources Corporation,1974-1978,box 276 folder 1-2 
/repositories/4/archival_objects/1443467,AC187_c02434,"Douglas, William O",1971-1976,box 276 folder 3 
/repositories/4/archival_objects/1443468,AC187_c02435,Holden Collection,1972-1981,box 276 folder 4 
/repositories/4/archival_objects/1443469,AC187_c02436,"Morse, David",1971-1982,box 276 folder 5 
/repositories/4/archival_objects/1443470,AC187_c02438,1978-1987,1978-1987,box 276 folder 6-9 
/repositories/4/archival_objects/1443471,AC187_c02439,News Releases and Reports,1979-1980,box 276 folder 10 
/repositories/4/archival_objects/1443472,AC187_c02440,Unionization of Library Assistants,1974-1980,box 276 folder 11 
/repositories/4/archival_objects/1443473,AC187_c02443,General,1972-1987,box 277 folder 1-3 
/repositories/4/archival_objects/1445472,AC187_c02445,A-Z (by Name),1972-1975,box 277 folder 4 
/repositories/4/archival_objects/1445473,AC187_c02447,1972-1975,1972-1975,box 277 folder 5-8 
/repositories/4/archival_objects/1445474,AC187_c02448,1976-1981,1976-1981,box 278 folder 1-2 
/repositories/4/archival_objects/1445475,AC187_c02449,Anti-Defamation League of B'nai B'rith Correspondence,1973,box 278 folder 3 
/repositories/4/archival_objects/1445476,AC187_c02450,Bowen Testimony,1975-1978,box 278 folder 4 
/repositories/4/archival_objects/1446138,AC187_c02452,1975,1975,box 278 folder 5-6 
/repositories/4/archival_objects/1446139,AC187_c02453,Outside,1975,box 278 folder 7 
/repositories/4/archival_objects/1446140,AC187_c02455,Action Enforcement,1975-1976,box 278 folder 8 
/repositories/4/archival_objects/1446321,AC187_c02457,A-Z (by Name),1975,box 279 folder 1 
/repositories/4/archival_objects/1446142,AC187_c02459,1975,1975,box 279 folder 2 
/repositories/4/archival_objects/1446143,AC187_c02460,Drafts,1972-1975,box 279 folder 3 
/repositories/4/archival_objects/1446144,AC187_c02461,Revised,1975,box 279 folder 4 
/repositories/4/archival_objects/1445480,AC187_c02462,"Report, 1977",1977,box 279 folder 5 
/repositories/4/archival_objects/1445481,AC187_c02463,"Report, 1980 March",1980,box 279 folder 6 
/repositories/4/archival_objects/1445482,AC187_c02464,"Report, 1980 September",1980,box 279 folder 7 
/repositories/4/archival_objects/1445483,AC187_c02465,"Report, 1985 September",1985,box 280 folder 1 
/repositories/4/archival_objects/1445484,AC187_c02466,"Report, 1986 September",1986,box 280 folder 2 
/repositories/4/archival_objects/1445485,AC187_c02467,Summary of Findings,1975,box 280 folder 3 
/repositories/4/archival_objects/1443476,AC187_c02468,Appointments and Changes,1972-1987,box 280 folder 4-5 
/repositories/4/archival_objects/1445486,AC187_c02470,General,1972-1987,box 280 folder 6-7 
/repositories/4/archival_objects/1445487,AC187_c02471,A-Z (by Benefit),1972-1987,box 280 folder 8 
/repositories/4/archival_objects/1445488,AC187_c02472,Educational Benefits,1973-1986,box 280 folder 9 
/repositories/4/archival_objects/1445489,AC187_c02473,Employee Retirement Income Security Act (ERISA),1976-1986,box 280 folder 10 
/repositories/4/archival_objects/1446145,AC187_c02475,1972-1986,1972-1986,box 281 folder 1 
/repositories/4/archival_objects/1446146,AC187_c02476,Mortgage Program,1973-1987,box 281 folder 2-3 
/repositories/4/archival_objects/1445491,AC187_c02477,Insurance,1972-1986,box 281 folder 4 
/repositories/4/archival_objects/1445492,AC187_c02478,New Benefits Plan,1973-1976,box 281 folder 5 
/repositories/4/archival_objects/1446322,AC187_c02481,1972-1987,1972-1987,box 281 folder 6 
/repositories/4/archival_objects/1446323,AC187_c02482,Unisex Issue,1980-1985,box 281 folder 7 
/repositories/4/archival_objects/1443478,AC187_c02483,Female Faculty and Staff,1973-1980,box 281 folder 8 
/repositories/4/archival_objects/1443479,AC187_c02484,Handbook of Information,1978,box 281 folder 9 
/repositories/4/archival_objects/1443480,AC187_c02485,Hayes Classification Study,1975-1976,box 282 folder 1 
/repositories/4/archival_objects/1443481,AC187_c02486,Leaves of Absence,1972-1983,box 282 folder 2 
/repositories/4/archival_objects/1445494,AC187_c02488,1972-1985,1972-1985,box 282 folder 3 
/repositories/4/archival_objects/1446148,AC187_c02490,1972-1978,1972-1978,box 282 folder 4-5 
/repositories/4/archival_objects/1446149,AC187_c02491,Avalon Working Papers,1974,box 282 folder 6 
/repositories/4/archival_objects/1446150,AC187_c02492,Palmer House,1976-1987,box 282 folder 7 
/repositories/4/archival_objects/1446151,AC187_c02494,1972-1987,1972-1987,box 282 folder 8 
/repositories/4/archival_objects/1446152,AC187_c02495,Lowrie House,1978 June,box 282 folder 9 
/repositories/4/archival_objects/1446153,AC187_c02496,Dunwalke,1987 September,box 282 folder 10 
/repositories/4/archival_objects/1446154,AC187_c02498,1972-1981,1972-1981,box 283 folder 1-7 
/repositories/4/archival_objects/1446155,AC187_c02499,1981-1986,1981-1986,box 284 folder 1-2 
/repositories/4/archival_objects/1446156,AC187_c02500,Abstracts,1972-1987,box 284 folder 3-5 
/repositories/4/archival_objects/1445498,AC187_c02501,Staff Council,1972-1988,box 284 folder 6-7 
/repositories/4/archival_objects/1443483,AC187_c02502,Notices,1972-1987,box 284 folder 8 
/repositories/4/archival_objects/1443484,AC187_c02503,Paratechnical Personnel Program,1972-1975,box 284 folder 9 
/repositories/4/archival_objects/1445499,AC187_c02505,1972-1987,1972-1987,box 285 folder 1-2 
/repositories/4/archival_objects/1445500,AC187_c02506,Presidential Search Committees for Goheen and Bowen,1969-1977,box 285 folder 3 
/repositories/4/archival_objects/1445501,AC187_c02507,Rules and Procedure of the Faculty,1972-1985,box 285 folder 4 
/repositories/4/archival_objects/1445502,AC187_c02508,Tenure (Reappointment of Junior Faculty),1972-1973,box 285 folder 5 
/repositories/4/archival_objects/1443486,AC187_c02509,Recreational Facilities,1973-1975,box 285 folder 6 
/repositories/4/archival_objects/1443487,AC187_c02510,Retirements,1972-1983,box 285 folder 7-8 
/repositories/4/archival_objects/1445503,AC187_c02512,1972-1987,1972-1987,box 286 folder 1-3 
/repositories/4/archival_objects/1445504,AC187_c02513,Outside Comparison with Princeton Faculty Salaries,1977,box 286 folder 4 
/repositories/4/archival_objects/1443489,AC187_c02514,Unions,1972-1985,box 286 folder 5-6 
/repositories/4/archival_objects/1443490,AC187_c02516,"Alberts, Bruce",1972-1976,box 286 folder 7 
/repositories/4/archival_objects/1443491,AC187_c02517,"Ashby, Philip H",1963-1978,box 286 folder 8 
/repositories/4/archival_objects/1443492,AC187_c02518,B-Ba (by Name),1972-1987,box 286 folder 9 
/repositories/4/archival_objects/1443493,AC187_c02519,"Bailey, Herbert S., Jr",1973-1983,box 286 folder 10 
/repositories/4/archival_objects/1443494,AC187_c02520,"Baker, Carlos H",1972-1982,box 286 folder 11 
/repositories/4/archival_objects/1443495,AC187_c02521,"Banner, James M., Jr",1973-1979,box 286 folder 12 
/repositories/4/archival_objects/1443496,AC187_c02522,"Barnett, Marguerite Ross",1975-1976,box 286 folder 13 
/repositories/4/archival_objects/1443497,AC187_c02523,Be-Bl (by Name),1972-1987,box 287 folder 1 
/repositories/4/archival_objects/1443498,AC187_c02524,"Berry, George Packer",1965-1974,box 287 folder 2 
/repositories/4/archival_objects/1443499,AC187_c02525,"Bessire, Henry E",1969-1980,box 287 folder 3 
/repositories/4/archival_objects/1443500,AC187_c02526,"Bill, Valentine T",1959-1973,box 287 folder 4 
/repositories/4/archival_objects/1443501,AC187_c02527,"Billington, James H",1962-1974,box 287 folder 5 
/repositories/4/archival_objects/1443502,AC187_c02528,"Black, Cyril E",1962-1985,box 287 folder 6 
/repositories/4/archival_objects/1443503,AC187_c02529,Bo-Bra (by Name),1972-1987,box 287 folder 7 
/repositories/4/archival_objects/1443504,AC187_c02530,"Bogdonoff, Seymour",1974,box 287 folder 8 
/repositories/4/archival_objects/1443505,AC187_c02531,"Bohen, Halcyone H",1969-1977,box 287 folder 9 
/repositories/4/archival_objects/1443506,AC187_c02532,"Boss, Richard W",1974-1978,box 287 folder 10 
/repositories/4/archival_objects/1443507,AC187_c02533,"Boyd, Julian P",1959-1976,box 287 folder 11 
/repositories/4/archival_objects/1443508,AC187_c02534,"Boyd, Julian P",1977-1980,box 288 folder 1 
/repositories/4/archival_objects/1443509,AC187_c02535,"Brainard, Paul",1981-1987,box 288 folder 2 
/repositories/4/archival_objects/1443510,AC187_c02536,Bre-Bz (by Name),1972-1987,box 288 folder 3 
/repositories/4/archival_objects/1443511,AC187_c02537,"Brown, J. Anderson",1975-1983,box 288 folder 4 
/repositories/4/archival_objects/1443512,AC187_c02538,"Brown, J. Douglas",1972-1986,box 288 folder 5 
/repositories/4/archival_objects/1443513,AC187_c02539,"Brown, Newell",1964-1979,box 288 folder 6 
